time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
19.415347814559937,37,34,31,50,48,34,38,32,1
19.42904233932495,40,41,31,98,46,34,47,33,1
19.4515278339386,40,45,30,108,48,36,47,34,1
19.473977088928223,36,49,33,109,49,38,47,33,1
19.496569871902466,38,49,34,108,46,39,46,33,1
19.511487245559692,47,57,46,113,76,52,47,37,1
19.534659147262573,51,84,72,113,103,64,46,38,1
19.55649447441101,51,89,81,116,107,66,46,39,1
19.571582317352295,53,91,82,117,109,66,47,39,1
19.59402847290039,54,92,81,119,112,65,48,40,1
19.616581201553345,49,88,79,118,98,59,46,36,1
19.63165020942688,42,73,65,90,77,52,43,35,1
19.654154539108276,39,71,64,86,82,51,43,33,1
19.6762752532959,32,70,63,87,80,51,43,33,1
19.69182848930359,35,69,66,90,79,52,42,33,1
