,time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
0,13.396791696548462,49,67,89,86,33,33,51,33,1
1,13.41830825805664,45,63,82,82,35,31,41,32,1
2,13.434704780578613,52,73,95,63,37,31,43,34,1
3,13.456766843795776,51,77,104,76,40,28,44,36,1
4,13.477444171905518,50,72,99,72,40,28,43,36,1
5,13.500178575515747,49,74,92,74,40,26,41,35,1
6,13.517001628875732,52,76,95,89,38,27,44,39,1
7,13.540192127227783,47,68,84,85,36,29,42,37,1
8,13.559883832931519,44,59,67,75,32,29,38,36,1
9,13.57692289352417,43,55,57,80,30,29,41,35,1
10,13.605273008346558,50,61,68,84,29,32,45,39,1
11,13.619961977005005,51,63,70,73,31,34,46,35,1
12,13.636787414550781,50,63,72,82,32,33,45,34,1
13,13.660088539123535,51,68,80,82,34,34,47,33,1
14,13.680332660675049,52,69,82,82,35,36,48,34,1
15,13.696929454803467,44,59,75,83,34,34,48,30,1
16,13.71735668182373,45,62,78,82,36,31,43,31,1
17,13.742208242416382,47,62,79,82,39,32,48,30,1
18,13.7576584815979,47,58,72,89,37,30,47,30,1
19,13.779213666915894,43,59,77,88,37,28,44,26,1
20,13.799839496612549,45,64,81,105,38,31,43,27,1
21,13.817025661468506,42,57,79,102,39,32,45,28,1
22,13.83755612373352,41,58,77,93,36,33,42,35,1
23,13.859991312026978,46,60,80,109,37,34,47,36,1
24,13.876806735992432,45,56,76,108,36,33,45,36,1
25,13.897918462753296,50,55,77,92,35,31,45,38,1
26,13.919837951660156,54,63,87,118,33,34,44,36,1
27,13.936673641204834,55,62,83,119,33,34,45,34,1
28,13.957358598709106,55,61,81,99,31,31,42,39,1
29,13.979913473129272,57,64,81,105,32,32,46,40,1
30,13.997524738311768,56,64,80,102,41,32,50,38,1
31,14.017431497573853,58,61,73,92,39,29,53,38,1
32,14.041152238845825,59,61,76,95,39,31,56,36,1
33,14.057767152786255,54,59,73,102,39,31,55,28,1
34,14.077714681625366,54,64,70,93,40,33,51,32,1
35,14.099953651428223,54,64,67,96,35,35,54,34,1
36,14.118123292922974,48,56,52,83,36,33,54,33,1
37,14.137827157974243,45,55,50,81,35,31,50,33,1
38,14.16741156578064,47,56,56,74,38,34,54,34,1
39,14.176647663116455,51,56,65,93,43,32,56,33,1
40,14.197412967681885,46,55,66,108,39,31,49,29,1
41,14.220041513442993,47,60,73,110,36,31,47,29,1
42,14.236981391906738,49,62,72,111,39,31,51,29,1
43,14.25710678100586,53,62,70,115,37,32,49,30,1
44,14.280044317245483,52,61,68,98,31,34,51,30,1
45,14.302383184432983,55,62,67,82,31,33,53,32,1
46,14.324933290481567,51,60,62,87,29,33,50,31,1
47,14.339869737625122,51,60,62,83,26,33,48,33,1
48,14.362119674682617,49,70,68,88,35,34,50,33,1
49,14.385756015777588,53,77,80,113,39,34,53,32,1
50,14.40000605583191,54,79,87,118,44,38,57,32,1
51,14.422339677810669,55,79,97,111,49,37,58,32,1
52,14.444971084594727,55,79,99,119,50,37,59,30,1
53,14.460051774978638,53,71,94,111,46,36,56,28,1
54,14.482807636260986,45,58,80,92,41,32,47,25,1
55,14.50493836402893,47,61,86,92,41,31,47,32,1
56,14.520202159881592,54,69,83,113,38,34,49,33,1
57,14.542335271835327,54,71,82,119,37,34,48,32,1
58,14.56534457206726,52,68,81,118,36,32,47,32,1
