,time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
0,11.75536561012268,38,32,34,10,71,52,46,38,1
1,11.777448892593384,34,29,31,10,66,47,40,35,1
2,11.792480230331421,36,35,36,10,85,59,51,41,1
3,11.814865350723267,37,35,38,10,88,63,54,43,1
4,11.837517976760864,30,31,35,10,78,56,47,39,1
5,11.852456331253052,31,32,35,11,78,56,46,37,1
6,11.875235557556152,33,35,39,11,90,62,50,43,1
7,11.897395133972168,32,28,34,11,67,50,39,36,1
8,11.912460565567017,30,28,33,12,64,45,37,34,1
9,11.934914588928223,30,27,32,12,62,45,39,34,1
10,11.957598686218262,31,31,36,12,71,47,38,36,1
11,11.975756406784058,30,26,30,12,59,41,35,31,1
12,11.99538803100586,31,30,32,12,68,47,41,33,1
13,12.018011569976807,30,29,31,11,66,50,41,33,1
14,12.033328294754028,30,31,32,11,71,49,39,33,1
15,12.055145502090454,29,28,31,11,71,52,47,31,1
16,12.077419996261597,26,31,34,10,81,56,50,31,1
17,12.094851016998291,34,32,35,10,84,57,52,30,1
18,12.114983797073364,34,32,35,10,93,58,53,29,1
19,12.137380599975586,35,32,36,10,98,62,55,34,1
20,12.154269933700562,35,31,33,10,98,61,55,34,1
21,12.174977779388428,34,31,35,10,97,60,54,34,1
22,12.19693398475647,30,32,34,10,97,60,54,34,1
23,12.214267253875732,33,33,37,11,99,61,54,36,1
24,12.235360145568848,33,34,39,11,98,64,58,35,1
25,12.257821321487427,33,38,41,11,99,68,58,37,1
26,12.273875713348389,37,37,38,11,91,64,57,35,1
27,12.29456090927124,33,31,36,11,81,58,51,33,1
28,12.317780494689941,31,33,35,10,74,55,51,34,1
29,12.334574222564697,32,32,34,10,66,50,47,31,1
30,12.35470724105835,34,29,36,10,64,42,41,30,1
31,12.377623558044434,30,27,34,10,64,44,43,31,1
32,12.394498825073242,30,27,36,10,69,48,45,33,1
33,12.415598154067993,32,22,34,11,68,49,45,33,1
34,12.437606573104858,35,26,37,11,75,49,46,33,1
35,12.45447325706482,35,26,36,11,75,54,50,33,1
36,12.475181818008423,40,33,43,11,87,55,52,37,1
37,12.49845838546753,40,34,43,11,86,53,53,38,1
38,12.513692617416382,40,35,42,10,84,54,53,34,1
39,12.535074949264526,39,33,40,10,84,54,51,34,1
40,12.557528495788574,37,35,37,10,79,51,47,34,1
41,12.574988603591919,31,30,34,10,71,50,45,31,1
42,12.594916343688965,35,39,41,9,88,58,49,32,1
43,12.617701292037964,32,42,42,9,93,55,48,33,1
44,12.634570598602295,30,42,42,10,91,53,45,34,1
45,12.662734031677246,33,44,44,9,100,59,50,32,1
46,12.677709102630615,35,44,43,9,98,59,50,37,1
47,12.700632095336914,32,37,35,9,87,53,47,33,1
48,12.715229749679565,34,36,35,9,84,53,46,37,1
49,12.7374427318573,35,34,33,10,82,53,47,37,1
50,12.760004758834839,31,28,30,10,70,48,42,36,1
51,12.778066873550415,31,27,28,9,68,46,37,35,1
52,12.797730445861816,29,25,27,10,60,43,35,36,1
