,time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
0,32.33610963821411,94,39,42,211,104,87,44,155,2
1,32.351897954940796,108,44,45,235,133,97,44,148,2
2,32.37370800971985,108,43,47,236,136,96,45,137,2
3,32.39679431915283,109,38,42,216,119,85,40,123,2
4,32.4118435382843,100,44,48,301,154,78,39,112,2
5,32.43435335159302,95,47,54,401,172,77,41,102,2
6,32.45672559738159,91,46,53,409,162,65,46,92,2
7,32.471781730651855,90,50,55,404,160,62,44,88,2
8,33.53779363632202,121,381,157,106,86,122,250,89,1
9,33.55997061729431,115,401,173,120,90,125,280,92,1
10,33.57371473312378,104,440,185,127,92,121,305,93,1
11,33.596861600875854,114,479,203,140,93,113,294,97,1
12,33.62096977233887,116,502,235,155,106,113,323,97,1
13,33.63357853889465,106,492,232,167,101,114,312,81,1
14,33.65667796134949,108,470,219,161,93,112,298,82,1
15,33.679831981658936,124,509,250,182,100,108,367,76,1
16,33.69414758682251,137,530,264,192,105,114,378,87,1
17,33.72480010986328,142,525,237,190,95,122,361,91,1
18,33.740413427352905,150,566,232,187,97,137,388,98,1
19,33.754090309143066,149,573,234,185,99,134,399,100,1
20,33.85944414138794,124,451,167,156,89,115,282,100,1
21,33.87406253814697,123,479,174,162,92,109,312,122,1
22,33.897382974624634,123,502,190,161,94,107,302,122,1
23,33.91981649398804,105,407,158,125,73,92,259,117,1
24,33.93361306190491,94,370,140,104,65,79,247,127,1
25,33.957666873931885,90,359,132,94,61,70,235,121,1
26,33.98053526878357,70,324,122,83,53,70,172,92,1
27,33.993983030319214,70,254,96,80,56,63,155,90,1
28,34.01672148704529,71,241,91,79,57,73,159,94,1
29,34.039162397384644,74,241,91,80,59,79,132,76,1
30,34.05360722541809,80,212,90,79,61,78,129,80,1
31,34.077027559280396,85,225,91,92,66,86,144,81,1
32,34.09928894042969,93,216,95,101,68,101,169,91,1
33,34.12233066558838,100,286,114,116,71,100,165,84,1
34,34.13732385635376,100,316,122,133,79,100,181,84,1
35,34.159515380859375,93,341,125,130,73,100,179,79,1
36,34.18167304992676,92,335,124,127,72,96,172,78,1
37,34.19779634475708,82,325,112,118,68,81,171,71,1
38,34.220216035842896,69,260,99,110,65,78,159,70,1
39,34.24243426322937,70,238,92,88,52,78,148,65,1
40,34.25814938545227,70,193,80,81,50,77,140,66,1
41,34.36226439476013,66,213,89,87,57,77,113,58,1
42,34.37760591506958,64,218,94,86,57,78,109,59,1
43,34.39958882331848,67,237,105,96,70,87,113,64,1
44,34.42293453216553,62,217,99,89,64,83,98,62,1
45,34.54246282577515,59,239,98,77,56,60,101,68,1
46,34.55721926689148,59,233,98,76,59,63,100,70,1
47,34.579723596572876,63,223,101,76,65,71,104,76,1
48,34.60238456726074,61,214,95,74,69,76,104,72,1
49,34.6166729927063,61,197,76,67,67,76,96,66,1
50,34.64002299308777,56,169,69,65,60,73,97,60,1
51,34.66297149658203,60,165,62,60,56,70,97,58,1
52,34.67602205276489,65,172,68,58,50,65,91,51,1
53,34.70044183731079,65,170,68,60,43,58,103,55,1
54,34.72235894203186,69,207,82,69,41,61,108,50,1
55,34.73664951324463,66,198,79,67,40,61,99,51,1
56,34.84232544898987,66,227,94,73,50,64,117,61,1
57,34.856693983078,64,224,95,76,49,64,122,56,1
58,34.88047218322754,65,196,83,70,48,53,98,48,1
59,34.90210199356079,67,230,98,84,56,67,98,49,1
60,34.91666102409363,63,212,91,83,58,65,96,49,1
61,34.93985056877136,50,198,86,75,56,65,73,48,1
62,34.962273597717285,57,212,86,73,58,65,68,50,1
63,34.97654843330383,57,197,83,74,57,65,76,50,1
64,34.999916076660156,57,177,71,63,50,59,75,47,1
65,35.02271270751953,59,176,76,70,56,65,83,47,1
66,35.03649091720581,60,168,72,65,51,62,82,49,1
67,35.059712171554565,53,165,73,65,54,62,78,53,1
68,35.08266878128052,54,185,80,70,54,67,79,51,1
69,35.10413432121277,52,178,77,66,50,56,76,51,1
70,35.120251178741455,47,178,77,55,44,53,74,54,1
71,35.142229318618774,49,186,81,59,47,53,77,53,1
72,35.164774656295776,54,192,86,62,43,59,83,48,1
73,35.1797730922699,51,166,71,52,41,53,79,52,1
74,35.20268177986145,57,199,94,78,47,65,87,64,1
75,35.224390506744385,64,209,94,84,47,65,81,63,1
76,35.23923325538635,65,224,98,85,42,68,78,68,1
77,35.26163697242737,67,219,93,82,43,62,75,66,1
78,35.2847855091095,65,222,99,83,43,63,82,62,1
79,35.299755811691284,59,210,92,69,43,52,79,49,1
80,35.322245597839355,52,200,89,67,42,47,79,49,1
81,35.34532380104065,53,208,85,68,42,43,80,45,1
82,35.35910725593567,49,209,85,67,39,45,76,43,1
83,35.38312602043152,51,211,80,67,41,43,66,48,1
84,35.40460133552551,51,191,65,55,34,46,67,49,1
85,35.419498682022095,59,187,64,46,33,46,69,62,1
86,35.442787408828735,55,151,57,41,36,49,71,62,1
87,35.46415996551514,57,155,56,42,37,51,80,65,1
88,35.47991466522217,59,161,63,43,35,53,77,60,1
89,35.50273156166077,58,180,65,46,38,51,90,60,1
90,35.52538824081421,51,202,78,49,43,54,91,49,1
91,35.53863549232483,50,218,79,49,41,51,88,47,1
92,35.561713457107544,50,223,79,53,43,54,88,51,1
93,35.584888219833374,47,215,74,52,46,54,92,51,1
94,35.59936022758484,55,200,65,56,49,61,70,54,1
95,35.62211799621582,53,191,55,54,51,60,75,55,1
96,35.64467215538025,56,173,54,53,50,60,75,56,1
97,35.65937066078186,55,189,65,57,57,67,69,61,1
98,35.68291997909546,52,218,83,62,56,69,70,63,1
99,35.70507216453552,44,214,87,61,54,66,71,60,1
100,35.71881556510925,47,215,91,62,51,64,76,60,1
101,35.74202013015747,48,218,95,65,53,64,78,59,1
102,35.77262616157532,45,184,88,57,47,53,80,52,1
103,35.778950691223145,48,158,70,56,43,49,76,52,1
104,35.80217170715332,48,160,71,52,43,48,82,51,1
105,35.82475972175598,57,148,66,60,49,50,76,50,1
106,35.839109897613525,62,146,59,59,49,53,91,48,1
107,35.86212706565857,63,157,63,61,50,52,89,56,1
108,35.88415884971619,64,158,71,63,54,53,91,55,1
109,35.89872622489929,64,188,78,67,55,51,90,56,1
110,35.92245554924011,59,202,82,67,46,56,85,54,1
111,35.94541335105896,54,221,88,73,47,51,71,54,1
112,35.958855867385864,52,221,85,73,46,53,78,49,1
113,35.98216724395752,51,209,78,68,44,49,74,48,1
114,36.00464153289795,54,171,68,61,43,50,72,45,1
115,36.027188301086426,50,177,62,52,43,48,75,51,1
116,36.04204487800598,53,154,57,42,43,55,82,60,1
117,36.064351320266724,54,145,53,42,41,55,72,58,1
118,36.086570501327515,58,172,54,43,39,62,77,56,1
119,36.101913928985596,63,180,59,49,43,64,80,60,1
120,36.124088287353516,61,149,54,45,43,62,79,55,1
121,36.14663577079773,58,150,55,47,43,59,70,50,1
122,36.16188883781433,59,144,56,47,43,55,72,48,1
123,36.18480634689331,53,124,63,51,44,53,67,54,1
124,36.207149028778076,51,170,68,51,40,49,64,53,1
125,36.22213172912598,50,171,68,53,39,49,66,50,1
126,36.244707345962524,52,195,76,55,38,50,71,51,1
127,36.267125606536865,50,200,79,62,40,63,75,51,1
128,36.282443046569824,47,202,75,59,41,61,80,48,1
129,36.304903507232666,43,180,70,59,41,64,76,46,1
130,36.3269419670105,46,193,73,61,40,63,75,46,1
131,36.34230589866638,43,182,65,60,37,64,88,39,1
132,36.36550688743591,44,181,65,55,39,56,83,41,1
133,36.38763689994812,50,184,63,55,38,54,81,38,1
134,36.40238070487976,48,187,65,63,33,56,86,41,1
135,36.424912214279175,50,171,61,61,34,55,82,44,1
136,36.446560859680176,49,149,55,55,33,50,64,45,1
137,36.46204137802124,53,175,66,56,31,51,64,53,1
138,36.48440170288086,48,197,76,60,37,49,75,56,1
139,36.50736165046692,51,210,74,50,38,55,81,55,1
140,36.521220684051514,48,243,81,53,39,61,85,57,1
141,36.54452967643738,52,245,83,56,40,67,84,58,1
142,36.56796956062317,53,232,78,56,39,66,86,50,1
143,36.58133363723755,54,220,71,52,39,67,89,60,1
144,36.60420298576355,54,184,64,52,40,57,82,55,1
145,36.62713551521301,54,198,68,51,41,51,85,55,1
146,36.64113235473633,51,195,66,53,42,47,87,57,1
147,36.66553044319153,47,191,62,46,40,45,86,58,1
148,36.68720769882202,51,176,59,50,36,46,72,46,1
149,36.708741903305054,50,175,61,46,36,47,65,47,1
150,36.72597002983093,52,105,47,47,42,49,69,46,1
151,36.74626612663269,68,133,57,47,48,53,68,48,1
152,36.76891493797302,69,134,59,48,54,53,67,49,1
153,36.78512263298035,74,145,62,46,57,56,73,46,1
154,36.80624604225159,80,163,69,58,57,58,82,54,1
155,36.82874298095703,83,177,68,66,55,61,75,53,1
156,36.84558320045471,70,187,65,64,49,59,78,51,1
157,36.866541385650635,71,180,60,65,44,59,81,50,1
158,36.88849997520447,63,171,60,66,45,54,75,51,1
159,36.905879974365234,55,163,53,60,44,53,74,51,1
160,36.926247358322144,51,153,56,52,45,53,71,52,1
161,36.94878530502319,56,127,55,51,49,55,79,51,1
162,37.14500069618225,45,175,68,49,54,64,68,56,1
163,37.16667556762695,43,176,68,48,54,62,62,53,1
164,37.18872809410095,59,167,65,49,43,58,62,51,1
165,37.205426931381226,59,149,61,58,42,58,54,49,1
166,37.22623252868652,63,189,61,66,39,63,54,49,1
167,37.25736093521118,68,212,75,69,42,65,62,50,1
168,37.26587891578674,69,209,76,70,42,66,64,51,1
169,37.286492347717285,59,204,75,71,39,61,72,48,1
170,37.30887699127197,56,194,69,61,41,60,71,52,1
171,37.32481336593628,55,163,68,54,46,57,83,51,1
172,37.34711480140686,53,131,50,42,42,50,76,51,1
173,37.37005066871643,59,172,58,45,41,54,83,56,1
174,37.387120723724365,54,168,57,41,44,61,71,54,1
175,37.40667915344238,59,171,58,45,42,59,71,52,1
176,37.428818702697754,64,152,54,43,35,55,60,53,1
177,37.444812536239624,64,158,55,46,38,56,58,50,1
178,37.46619153022766,61,126,47,47,41,56,59,44,1
179,37.48917484283447,63,130,44,53,42,51,61,46,1
180,37.50698709487915,59,156,47,53,43,54,67,54,1
181,37.52616477012634,56,167,54,60,47,56,73,50,1
182,37.549447774887085,58,169,63,61,46,55,76,50,1
183,37.56638288497925,55,163,64,58,43,50,67,58,1
184,37.58598041534424,61,165,76,55,48,48,77,61,1
185,37.609174728393555,60,142,75,52,44,43,74,56,1
186,37.62546992301941,57,134,69,43,38,40,68,56,1
187,37.64652228355408,59,128,70,43,40,43,71,56,1
188,37.670570611953735,58,124,68,41,39,41,75,54,1
189,37.685750246047974,49,109,53,39,30,40,68,48,1
190,37.70700144767761,51,157,73,50,39,44,75,47,1
191,37.729548931121826,51,153,74,51,39,40,76,46,1
192,37.746386766433716,44,147,66,47,35,39,69,47,1
193,37.76648545265198,42,179,75,50,38,43,76,39,1
194,37.78861951828003,46,186,82,53,43,44,78,48,1
195,37.805400133132935,44,164,68,41,36,40,72,50,1
196,37.82581090927124,50,170,68,39,37,49,77,57,1
197,37.851452589035034,53,172,69,41,37,46,78,57,1
198,37.86522436141968,54,146,68,42,36,45,77,66,1
199,37.885894775390625,54,154,63,40,30,47,72,61,1
200,37.90842795372009,60,133,60,42,30,50,76,58,1
201,37.9319269657135,54,126,64,42,34,49,71,64,1
202,37.9460973739624,49,131,60,41,36,50,68,64,1
203,37.96917700767517,58,134,55,35,39,48,88,57,1
204,37.990938663482666,56,138,60,43,41,51,99,58,1
205,38.00649952888489,52,137,59,50,45,52,95,60,1
206,38.02946972846985,53,172,59,54,45,49,93,48,1
207,38.051369428634644,56,168,61,55,46,53,99,47,1
208,38.0664279460907,47,161,58,61,43,57,73,43,1
209,38.0896372795105,47,152,61,61,50,56,59,40,1
210,38.110830783843994,47,157,60,55,47,54,61,41,1
211,38.126564264297485,45,119,56,61,45,53,80,45,1
212,38.149452924728394,42,117,55,62,44,51,75,43,1
213,38.17193555831909,39,107,50,58,45,49,75,46,1
214,38.18612790107727,40,122,46,58,40,50,88,51,1
215,38.2084219455719,41,119,47,64,45,52,91,50,1
216,38.23198962211609,41,115,46,56,43,51,75,47,1
217,38.254475593566895,43,126,52,56,44,49,86,48,1
218,38.269006967544556,48,149,61,58,47,49,95,49,1
219,38.291316986083984,53,159,61,58,45,45,83,54,1
220,38.307270765304565,54,170,62,54,40,45,84,56,1
221,38.32839870452881,54,166,61,53,40,42,85,56,1
222,38.35127234458923,53,193,68,55,44,59,81,56,1
223,38.36679244041443,53,181,62,52,44,58,74,56,1
224,38.388684034347534,56,178,60,50,41,58,78,49,1
225,38.411261558532715,52,167,60,55,50,58,75,45,1
226,38.426183462142944,56,170,63,55,53,62,73,45,1
227,38.45698690414429,59,148,61,55,47,56,65,45,1
228,38.47268080711365,57,165,70,64,51,58,64,47,1
229,38.486265659332275,50,147,68,61,50,56,55,43,1
230,38.509188652038574,56,189,73,75,45,76,62,48,1
231,38.531529664993286,52,189,71,78,45,72,62,55,1
232,38.547386169433594,47,192,67,75,45,67,70,55,1
233,38.5693154335022,53,218,74,74,39,68,74,59,1
234,38.591827392578125,59,230,76,77,43,72,77,61,1
235,38.606390714645386,54,205,72,56,42,56,69,61,1
236,38.62871527671814,59,233,76,63,42,62,70,57,1
237,38.650981426239014,62,236,74,66,46,66,74,62,1
238,38.66708278656006,56,206,56,62,46,63,67,53,1
239,38.68884515762329,49,188,54,58,46,59,63,53,1
240,38.71127915382385,53,182,53,62,42,57,65,50,1
241,38.72733807563782,50,165,53,51,40,50,66,56,1
242,38.74901008605957,46,151,49,51,36,47,62,51,1
243,38.77128505706787,51,179,59,59,41,55,68,53,1
244,38.7859890460968,53,192,66,63,44,59,75,57,1
245,38.8085036277771,55,216,74,73,48,64,77,57,1
246,38.83111071586609,52,202,71,71,48,65,73,52,1
247,38.84639239311218,54,213,75,68,48,64,70,50,1
248,38.86826157569885,53,207,76,64,46,61,63,50,1
249,38.89149332046509,52,200,71,62,44,57,69,47,1
250,38.914140701293945,53,173,63,54,47,48,65,43,1
251,38.92863607406616,59,179,66,56,45,47,69,43,1
252,38.95387530326843,57,185,79,62,46,51,83,42,1
253,38.973414182662964,67,210,84,58,50,56,87,57,1
254,38.988797664642334,66,205,81,61,47,58,77,57,1
255,39.011629819869995,62,207,81,54,44,57,80,65,1
256,39.033666133880615,61,229,88,60,51,73,89,71,1
257,39.049678802490234,62,221,77,57,50,71,70,70,1
258,39.07153916358948,54,199,69,62,45,63,70,62,1
259,39.09424543380737,61,197,70,56,47,61,77,59,1
260,39.108269691467285,61,205,74,57,44,65,74,52,1
261,39.13082218170166,59,178,65,52,38,54,60,49,1
262,39.15429401397705,59,165,63,47,39,50,71,55,1
263,39.169601917266846,55,143,58,43,37,52,68,59,1
264,39.19929337501526,47,150,62,45,38,54,68,62,1
265,39.214871883392334,47,174,65,45,40,50,69,60,1
266,39.22873783111572,48,176,65,46,38,44,73,56,1
267,39.25139570236206,55,193,70,54,42,51,68,52,1
268,39.273874044418335,56,189,69,53,39,55,80,58,1
269,39.29006361961365,56,199,73,58,43,55,78,56,1
270,39.31165051460266,55,166,63,59,41,56,78,59,1
271,39.33409237861633,54,163,67,59,46,57,78,60,1
272,39.348896503448486,44,153,66,54,42,55,77,63,1
273,39.371023654937744,45,152,69,53,42,61,81,54,1
274,39.39367938041687,45,137,68,50,38,58,77,53,1
275,40.33154511451721,250,577,298,228,126,224,869,169,1
276,40.35389947891235,220,601,295,199,114,213,749,181,1
277,40.376232385635376,200,546,245,187,107,216,666,164,1
278,40.391234159469604,202,563,244,187,112,212,710,167,1
279,40.41328239440918,229,544,222,165,105,199,625,153,1
280,40.43707013130188,232,624,242,186,111,199,597,167,1
281,40.45135498046875,217,529,202,179,103,191,588,151,1
282,40.47342085838318,192,526,202,164,95,169,478,156,1
283,40.49593997001648,181,492,192,159,88,165,385,161,1
284,40.51098847389221,150,462,188,161,87,155,332,169,1
285,40.533271074295044,130,355,165,149,79,128,320,160,1
286,40.55608630180359,126,428,169,153,74,117,296,146,1
287,40.57078671455383,124,406,157,145,77,119,292,136,1
288,40.59374690055847,129,383,141,139,73,116,298,124,1
289,40.615944147109985,123,369,131,125,68,99,306,108,1
290,40.63143563270569,138,365,114,103,64,93,271,103,1
291,40.65424656867981,132,316,116,88,59,92,280,101,1
292,40.67592430114746,132,342,126,102,53,91,300,97,1
293,40.69105291366577,124,349,128,111,58,86,289,101,1
294,40.71404027938843,119,359,125,118,60,93,292,106,1
295,40.736751079559326,111,352,130,124,59,106,331,113,1
296,40.750776529312134,100,343,138,128,59,108,310,108,1
297,40.77332830429077,95,326,128,121,53,102,271,107,1
298,40.7967803478241,94,339,128,124,55,117,252,104,1
299,40.826478242874146,89,342,135,121,58,123,234,105,1
300,40.83343005180359,80,361,147,117,65,117,189,101,1
301,40.85642099380493,89,329,133,111,71,112,263,109,1
302,40.878324031829834,90,375,147,130,79,115,273,114,1
303,40.89350628852844,93,352,143,123,74,103,283,112,1
304,40.91583967208862,104,358,146,124,73,97,286,149,1
305,40.93853163719177,109,342,133,118,71,90,278,141,1
306,41.036349296569824,105,244,105,91,47,81,176,101,1
307,41.058876752853394,102,237,107,91,45,90,222,104,1
308,41.07371664047241,89,286,115,97,50,90,213,96,1
309,41.10481238365173,84,279,97,109,53,93,204,103,1
310,41.11913013458252,83,315,114,122,58,94,223,96,1
311,41.13388752937317,69,307,115,123,61,93,214,93,1
312,41.15686011314392,68,307,113,120,61,85,159,85,1
313,41.17871570587158,58,261,99,108,51,78,152,84,1
314,41.19396209716797,75,271,104,99,52,90,148,76,1
315,41.21615958213806,72,234,96,81,56,86,124,78,1
316,41.23889970779419,71,251,97,87,57,81,151,79,1
317,41.254645347595215,78,249,97,91,62,92,153,81,1
318,41.27636480331421,99,240,107,89,73,95,156,92,1
