time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,position
18.220560789108276,4,2,3,4,3,1,4,1,1
18.237229347229004,-1,-1,-2,0,-1,-3,-11,-5,1
18.237236976623535,-1,0,1,6,5,0,3,2,1
18.24264359474182,-1,-4,-5,-10,-5,2,1,1,1
18.24264907836914,-2,-2,0,1,6,4,6,1,1
18.257569313049316,2,3,-2,-4,-3,1,-1,-4,1
18.257575750350952,3,4,4,8,7,3,5,2,1
18.264979600906372,-4,-5,-3,-5,-4,-7,-8,-8,1
18.264984607696533,1,1,-2,-3,-3,-3,-2,-2,1
18.27451181411743,-1,-3,-4,-7,-6,-1,4,-1,1
18.274518251419067,-5,-5,-4,-4,-4,-8,-6,-7,1
18.27998924255371,0,1,0,0,-1,5,2,-1,1
18.279995441436768,-1,-2,-1,-1,0,1,5,4,1
18.303693532943726,9,8,3,6,7,4,1,4,1
18.30370020866394,-6,-3,-2,-1,-3,-2,-3,-6,1
18.305177688598633,-2,-1,-5,-10,-10,-7,-5,1,1
18.30518388748169,-1,-1,2,1,2,3,0,-3,1
18.317574739456177,-2,-1,-3,-4,-2,-3,-2,4,1
18.317579984664917,5,5,5,8,7,7,14,8,1
18.32494306564331,1,-1,-2,4,4,0,0,-1,1
18.32494831085205,-3,-4,-7,-16,-14,-8,-9,-4,1
18.3343505859375,-2,-2,0,-4,-2,-2,-3,-5,1
18.334357023239136,4,-1,1,2,2,3,-2,3,1
18.339929580688477,4,2,2,6,6,2,2,2,1
18.33993411064148,-1,-2,0,1,-1,-2,3,2,1
18.356085538864136,-6,-5,-5,-3,-3,-2,-1,-4,1
18.3560893535614,0,2,2,-2,-3,-2,-10,-2,1
18.362549781799316,-1,-2,-3,-1,-2,-1,0,-3,1
18.362555027008057,2,1,3,6,4,4,2,0,1
18.37940526008606,0,1,1,1,1,3,5,0,1
18.37941002845764,2,4,5,9,9,3,1,5,1
18.384755849838257,-9,-9,-12,-25,-23,-14,-17,-11,1
18.384759664535522,-1,1,1,3,2,2,0,1,1
18.396388292312622,-1,-1,1,6,5,0,-1,-12,1
18.3963942527771,-5,-9,-7,-13,-12,-4,-10,-2,1
18.400047779083252,0,2,4,7,6,6,6,6,1
18.40005373954773,-5,-4,-2,-2,-2,2,6,-3,1
18.425187349319458,-1,3,-2,-2,-5,-6,-16,-6,1
18.42519187927246,-1,1,1,4,4,-1,4,0,1
18.42648959159851,-3,-6,-5,-4,-1,-1,0,-3,1
18.42649555206299,0,-1,-5,-11,-11,-6,-8,0,1
18.43756890296936,-2,-2,0,1,1,2,6,6,1
18.4375741481781,-1,-3,-1,-2,-1,-1,3,-3,1
18.445046186447144,3,4,5,11,7,4,6,7,1
18.44505262374878,1,1,0,5,5,2,1,-3,1
18.45517921447754,-1,-2,-1,-4,-3,-3,-2,-1,1
18.455185651779175,-4,-8,-12,-17,-16,-7,-7,-7,1
18.460200548171997,-5,-3,-1,-1,-2,-1,6,0,1
18.460206747055054,-2,-1,2,3,2,-3,-11,-3,1
18.477452993392944,2,1,1,6,1,1,6,3,1
18.477458715438843,-5,-6,-11,-16,-9,-3,-10,-9,1
18.482397317886353,0,1,3,5,1,-1,1,-4,1
18.482401847839355,0,0,-2,-5,-5,-2,-4,-1,1
18.49942183494568,2,2,0,-3,-3,-1,1,-1,1
18.49942684173584,2,2,3,4,1,1,4,5,1
18.51396346092224,2,0,-3,-2,2,-1,-1,-1,1
18.51396870613098,3,2,3,7,5,1,6,4,1
18.516263961791992,0,-2,-1,-7,-2,0,-11,-4,1
18.516268968582153,4,4,5,12,9,9,12,3,1
18.51994776725769,-8,-7,-11,-15,-14,-9,-15,-5,1
18.51995325088501,2,2,0,0,-2,-3,0,3,1
18.537615060806274,-4,-2,-2,2,4,1,0,-2,1
18.537620782852173,1,0,1,-1,-1,-2,-3,0,1
18.54281210899353,4,5,6,11,9,7,5,-1,1
18.54281735420227,-2,-5,-3,-3,-2,-5,0,-3,1
18.56106734275818,-2,0,-4,-7,-2,1,2,-4,1
18.561074256896973,2,1,0,2,1,-1,2,6,1
18.56479573249817,4,1,6,8,6,2,-8,3,1
18.56480073928833,-2,-4,-3,0,0,0,0,-2,1
18.573631286621094,4,1,2,4,3,0,4,4,1
18.57363533973694,2,4,3,3,4,2,2,6,1
18.580174922943115,-8,-9,-10,-19,-16,-11,-9,-8,1
18.580181121826172,2,1,3,5,7,5,4,3,1
18.59589409828186,-3,-4,-3,-5,-5,-1,-5,1,1
18.595897436141968,-1,-1,1,4,3,2,3,-4,1
18.60305690765381,1,3,2,5,4,4,7,3,1
18.60305953025818,0,1,-2,-3,-3,-2,-4,1,1
18.621422052383423,-9,-6,-1,-3,-4,-5,-4,-12,1
18.621431827545166,-1,-1,-2,0,1,2,1,-2,1
18.6246018409729,5,6,7,13,10,6,8,1,1
18.624605655670166,-13,-11,-14,-23,-21,-16,-18,-11,1
18.63356590270996,2,1,3,5,3,2,-1,4,1
18.633569478988647,-6,-5,-4,-5,-5,-3,-2,-4,1
18.640536308288574,5,4,3,6,8,5,8,11,1
18.640540838241577,6,6,5,9,8,2,-11,0,1
18.656140327453613,2,1,0,2,-1,-4,2,4,1
18.65614366531372,-7,-6,-10,-21,-22,-13,-15,-9,1
18.662323236465454,-1,0,-2,-2,0,-1,3,1,1
18.662328720092773,1,1,3,7,6,5,7,1,1
18.679235219955444,1,4,0,1,2,1,1,-2,1
18.679240226745605,2,0,4,5,7,4,1,0,1
18.68464994430542,1,1,0,0,0,-2,-1,1,1
18.684653520584106,-6,-6,-4,-5,-7,-2,-1,-1,1
18.700451850891113,0,2,0,3,6,4,5,4,1
18.700456619262695,-5,-6,-5,-4,-3,-2,-6,-4,1
18.70134210586548,-6,-5,1,-4,-5,-5,-1,-1,1
18.70134472846985,2,4,0,8,11,10,6,0,1
18.724332094192505,-1,-5,-5,-8,-11,-8,-8,-2,1
18.724339723587036,1,-2,-2,-2,-3,-1,-1,1,1
18.725756883621216,-1,1,1,-1,1,1,2,-1,1
18.725762605667114,4,3,3,-3,-5,1,2,3,1
18.73943328857422,0,-1,0,1,3,1,0,0,1
18.73943781852722,3,2,1,4,3,-3,0,4,1
18.7449152469635,-3,-3,-3,0,2,2,5,-1,1
18.744919776916504,4,6,3,0,1,-1,-5,4,1
18.75999355316162,-1,-3,-5,-8,-5,-3,-4,-4,1
18.75999879837036,-2,2,5,7,5,1,5,4,1
18.769286632537842,1,1,-1,4,1,2,-1,-5,1
18.769293546676636,-6,-8,-9,-19,-18,-12,-12,-8,1
18.78322148323059,-2,-2,2,3,4,1,3,4,1
18.783227920532227,5,3,1,2,2,0,-2,-1,1
18.78428626060486,2,1,-2,2,0,-2,0,4,1
18.78429079055786,-5,-3,-3,-6,-5,-8,-7,-16,1
18.800227403640747,-1,1,-1,0,1,3,-4,0,1
18.800235986709595,-2,-1,-1,1,-1,-2,-1,-5,1
18.805819511413574,0,-1,1,2,2,1,-2,-5,1
18.805827856063843,8,5,4,11,7,2,7,6,1
18.820361852645874,-6,-6,-7,-12,-12,-3,-4,-4,1
18.820428371429443,0,0,-1,-1,0,0,0,1,1
18.827445030212402,0,2,2,1,0,-1,-1,0,1
18.827449798583984,-5,-4,-8,-10,-8,-2,-6,-3,1
18.843202114105225,3,-1,2,3,0,-2,3,1,1
18.843207120895386,1,2,1,3,4,4,1,0,1
18.844168186187744,1,-1,-3,-3,-4,-4,-10,0,1
18.84417200088501,0,1,2,3,4,4,9,3,1
18.858320951461792,3,2,2,7,7,1,1,5,1
18.85832381248474,-3,-3,-2,-5,-10,-4,-2,-1,1
18.865047454833984,-7,-5,-7,-9,-4,-1,-3,-6,1
18.865053176879883,-1,1,2,1,3,0,-2,2,1
18.880374431610107,3,4,5,5,4,2,2,-1,1
18.88038158416748,-4,-1,-2,-4,0,0,1,-4,1
18.888097047805786,0,-1,0,-2,-3,-3,-3,1,1
18.888102054595947,0,1,4,9,9,7,5,4,1
18.903074264526367,-3,-5,-8,-17,-19,-11,-10,-7,1
18.90307903289795,1,2,3,7,6,2,2,7,1
18.904027462005615,5,1,0,-1,-1,1,2,0,1
18.9040310382843,2,-1,1,2,3,4,7,5,1
18.91936731338501,1,4,5,8,8,3,5,2,1
18.919371604919434,0,-1,1,1,-1,-3,-7,-2,1
18.9253408908844,-1,-1,-2,-8,-9,-3,1,3,1
18.925347089767456,-2,-3,-5,-3,1,0,-1,-1,1
18.940144300460815,-3,-3,-4,-2,-2,-1,-4,-6,1
18.94015097618103,1,-1,2,0,-3,-2,-3,-2,1
18.94790554046631,-2,0,1,-4,-4,0,0,-3,1
18.94791054725647,3,5,3,7,5,4,3,3,1
18.96317219734192,-1,-3,-1,2,1,0,-2,-1,1
18.963178157806396,-6,-3,-4,-7,-9,-5,-8,-11,1
18.964761972427368,2,2,2,-2,-2,-1,-3,3,1
18.96476912498474,1,-1,3,2,2,1,4,-2,1
18.979364156723022,-1,-2,-3,-6,-6,-4,-5,1,1
18.979368686676025,3,2,2,3,4,1,4,1,1
18.98532509803772,-3,-4,-4,-2,1,0,-2,-3,1
18.985331773757935,-1,-2,-4,-5,-6,0,-3,-2,1
19.000051021575928,3,2,3,6,7,6,5,-2,1
19.000056266784668,3,-1,-4,-2,1,1,-2,3,1
19.007774353027344,2,3,3,5,5,1,5,3,1
19.007779598236084,-5,-7,-8,-13,-10,-6,-5,-11,1
19.023226976394653,-1,3,3,4,2,0,-2,2,1
19.023231983184814,0,1,-2,0,1,3,2,1,1
19.024230003356934,-2,-1,-1,0,1,-3,-1,-6,1
19.02423334121704,-1,-2,-5,-11,-11,-8,-10,-3,1
19.039936780929565,-3,-1,1,4,0,3,4,-2,1
19.039942026138306,3,3,3,7,10,4,-1,2,1
19.044394493103027,-7,-9,-12,-20,-19,-10,-16,-9,1
19.044397354125977,0,0,2,3,2,1,3,3,1
19.059937477111816,0,-2,-1,-4,-1,-1,-2,-1,1
19.05994200706482,-1,-1,1,-2,-2,-1,0,0,1
19.067397356033325,3,3,4,10,9,6,3,2,1
19.067401885986328,-3,-5,-2,-2,-1,-1,2,1,1
19.08306622505188,2,1,-4,-7,-7,-4,-6,2,1
19.083070755004883,2,2,3,8,11,6,7,-3,1
19.084003925323486,-2,-2,-5,-7,-11,-7,-7,-4,1
19.084007024765015,-3,-2,-5,-7,-9,-3,-4,-1,1
19.099231719970703,4,4,5,9,12,6,10,5,1
19.099236488342285,-4,-8,-11,-19,-16,-9,-7,-6,1
19.105132341384888,2,3,5,10,10,5,6,5,1
19.10513663291931,0,-1,3,3,2,2,2,-2,1
19.12027907371521,0,-2,-2,-6,-5,-3,0,-1,1
19.120283603668213,1,3,0,3,2,-1,2,-5,1
19.127413034439087,-1,-5,-1,1,0,0,-6,0,1
19.12741732597351,0,1,-2,-5,-7,-6,-5,1,1
19.143160581588745,-2,1,1,2,1,0,5,2,1
19.1431667804718,-2,-5,1,-2,-5,-3,-13,-7,1
19.144268035888672,3,2,0,0,2,7,14,6,1
19.144272327423096,-2,-5,-2,1,1,-4,-7,-10,1
19.15961194038391,-3,-3,-4,-8,-7,-4,-7,-1,1
19.15961766242981,-2,-2,0,-3,-4,-2,0,0,1
19.164851427078247,2,1,2,3,1,2,0,-2,1
19.164855241775513,3,5,4,8,8,2,5,2,1
19.179930925369263,0,-5,-6,-4,-4,0,-2,-5,1
19.179936170578003,-2,-2,-3,-3,-6,-2,-2,1,1
19.18791174888611,0,-2,-1,-3,0,0,2,0,1
19.187918663024902,2,2,2,4,4,1,1,1,1
19.203699350357056,1,-1,-2,-4,-1,-2,-4,-4,1
19.20370650291443,1,1,1,1,1,2,6,2,1
19.205254554748535,-1,1,2,3,2,0,0,-1,1
19.20526146888733,0,-1,-3,-5,-6,-2,-8,1,1
19.219772815704346,-3,-3,0,2,1,0,1,-4,1
19.219779014587402,0,0,-2,-2,-1,-3,-3,1,1
19.224915504455566,1,0,3,4,2,0,0,-5,1
19.22491979598999,-1,0,-1,3,4,1,6,3,1
19.240323305130005,-5,-6,-9,-8,-5,0,-4,-9,1
19.240329027175903,-4,-3,-1,-4,-1,-2,6,11,1
19.247857093811035,-1,0,-1,-1,-1,-1,-5,-5,1
19.247864484786987,2,1,2,5,5,3,3,1,1
19.26478099822998,2,-2,0,4,3,3,5,0,1
19.264785051345825,1,1,-2,-3,-3,-2,-1,-6,1
19.26565647125244,-1,-1,-1,0,1,0,-1,0,1
19.26565909385681,-4,-4,-3,-5,-7,-5,-4,-3,1
19.279823780059814,0,1,0,1,1,0,0,1,1
19.279829025268555,1,-3,-1,2,1,1,-2,-1,1
19.285105228424072,-1,-1,0,0,0,1,1,-1,1
19.285110235214233,-2,-1,-2,-2,-3,-3,-4,-6,1
19.299891233444214,3,2,3,4,0,-1,4,4,1
19.299896478652954,1,1,2,4,4,1,-4,-3,1
19.307382345199585,-1,-1,-6,-13,-10,-5,-3,1,1
19.307387351989746,-4,-5,-4,-3,-6,-6,-7,-6,1
19.323368787765503,-2,0,-1,-1,-1,0,4,2,1
19.323373317718506,0,3,4,7,4,0,0,0,1
19.324402809143066,-1,-2,-3,-1,0,0,-1,-3,1
19.324406147003174,4,1,2,3,4,3,3,1,1
19.339420557022095,-1,1,2,3,3,0,-2,1,1
19.339425086975098,-6,-7,-8,-10,-5,0,0,-4,1
19.344855546951294,-1,-1,0,-1,-2,-1,-2,1,1
19.3448588848114,3,2,3,4,5,4,6,5,1
19.360301971435547,-8,-6,-5,-7,-5,-4,-3,-7,1
19.360305786132812,3,4,2,6,6,4,4,3,1
19.367677688598633,-3,-4,-4,-1,1,-2,-4,-3,1
19.36768364906311,-1,-2,-3,-5,-2,0,1,-2,1
19.38304042816162,4,4,5,8,6,5,4,1,1
19.383044958114624,2,-3,-1,-6,-4,-6,-6,0,1
19.383903980255127,2,1,0,2,2,1,6,3,1
19.383906841278076,-8,-8,-9,-15,-10,-1,-7,-9,1
19.399312496185303,1,-1,1,-3,-2,-1,-2,2,1
19.399317264556885,2,4,1,4,2,2,7,3,1
19.404402256011963,-1,0,-1,-3,-5,-4,-9,-7,1
19.40440607070923,2,2,2,3,0,-3,1,1,1
19.419796466827393,2,0,-1,0,-1,1,-5,-2,1
19.419800519943237,-2,-1,-2,-3,-5,1,1,-1,1
19.42750573158264,1,1,4,8,6,3,2,1,1
19.427510976791382,-5,-5,-6,-2,-1,-2,-1,-7,1
19.450671672821045,1,0,-3,-6,-8,-9,-13,1,1
19.450676679611206,0,1,2,4,4,3,1,-2,1
19.451671838760376,3,1,2,0,1,-1,3,3,1
19.451677560806274,0,0,4,8,7,1,-3,0,1
19.459307432174683,-3,-4,-4,-8,-4,1,3,3,1
19.459311723709106,-2,-2,0,-1,2,-2,1,0,1
19.464853048324585,-1,-2,-3,-3,-5,0,-9,-2,1
19.46485662460327,6,3,3,4,2,1,7,10,1
19.479892253875732,1,1,1,5,5,0,-3,-2,1
19.47989821434021,0,1,0,-4,-3,0,1,3,1
19.487424850463867,0,-3,-2,-2,-2,-1,2,-3,1
19.487428903579712,8,8,10,15,13,5,10,7,1
19.5031418800354,-9,-12,-13,-20,-19,-11,-12,-12,1
19.50314688682556,-6,-6,-6,-11,-9,-6,-5,1,1
19.50420069694519,0,1,2,4,4,1,2,3,1
19.504204034805298,-4,-2,0,2,2,1,-2,-6,1
19.519179582595825,7,4,6,10,9,3,9,4,1
19.51918339729309,0,-1,-4,-6,-7,-5,-6,-5,1
19.525303840637207,-2,-2,-4,-7,-5,-4,-2,2,1
19.525310277938843,1,2,0,1,1,2,-1,0,1
19.551367044448853,2,3,2,4,2,3,7,0,1
19.55137300491333,-2,-1,-2,-1,0,-1,-5,0,1
19.55220913887024,0,-1,1,4,2,-2,-2,1,1
19.552215814590454,-4,-5,-7,-13,-6,-2,-5,-3,1
19.56451964378357,-5,-5,-5,-9,-11,-8,-8,-6,1
19.564525365829468,2,-1,0,0,0,2,2,3,1
19.56547784805298,1,0,3,5,3,4,3,0,1
19.565481424331665,0,1,2,5,2,1,0,-1,1
19.579362392425537,-3,-1,-4,-5,-1,0,0,0,1
19.57936716079712,0,-1,2,4,1,2,2,-4,1
19.58497905731201,-3,-3,-1,-2,1,-2,-3,-11,1
19.584984064102173,0,1,2,1,-1,2,1,3,1
19.608245134353638,-2,-1,3,7,2,1,-3,-3,1
19.608250856399536,-5,-4,-2,-2,-3,-2,0,-9,1
19.609333753585815,3,3,-1,-3,-1,-2,1,3,1
19.60933828353882,1,0,-2,-4,-2,-1,3,5,1
19.625346899032593,-3,-3,-2,-6,-6,-3,-7,-2,1
19.625351428985596,4,2,3,7,7,3,6,0,1
19.626676559448242,-4,-4,-5,-6,-6,-4,-7,-2,1
19.62668228149414,-3,-2,-3,-4,-4,-2,-1,-3,1
19.63890051841736,2,3,3,8,8,6,7,4,1
19.63890528678894,3,3,1,-1,1,2,2,-1,1
19.652761936187744,-6,-6,-9,-12,-14,-7,-5,-8,1
19.65276575088501,1,0,0,-3,-2,-2,-5,1,1
19.659587621688843,3,1,4,7,7,3,3,-2,1
19.65959095954895,-2,-4,-8,-15,-9,-5,-8,-4,1
19.667069673538208,2,2,3,6,6,4,7,1,1
19.66707420349121,-4,-1,1,3,0,2,-4,-3,1
19.683241844177246,0,1,0,-2,-2,2,1,-1,1
19.683247327804565,-3,-1,0,4,3,-1,-1,-2,1
19.68431305885315,-4,-5,-8,-10,-10,-5,-4,-3,1
19.684316396713257,-4,-5,-5,-5,-5,-5,-2,-2,1
19.699482679367065,2,5,1,3,4,2,0,4,1
19.69948697090149,4,4,6,11,7,2,2,-1,1
19.705289363861084,-4,-6,-7,-16,-13,-6,-10,-7,1
19.70529556274414,0,1,-3,-4,-2,1,2,2,1
19.71995496749878,3,1,3,6,6,2,0,-1,1
19.71995997428894,-1,-2,-4,-2,-2,-3,1,2,1
19.727436780929565,1,2,3,4,1,1,1,2,1
19.727441549301147,2,0,1,3,4,1,2,-2,1
19.74237895011902,2,1,-1,1,1,-2,1,2,1
19.7423837184906,0,-2,-4,-11,-10,-5,-5,3,1
19.74991512298584,4,4,3,8,7,4,6,5,1
19.749919176101685,3,0,0,-1,-1,-4,-2,3,1
19.765532970428467,0,1,0,1,2,4,1,0,1
19.76553726196289,0,1,0,1,-1,-2,1,0,1
19.766547918319702,0,-1,-1,-5,-3,1,-9,1,1
19.76655125617981,0,1,0,3,1,2,5,2,1
19.77992582321167,-5,-8,-9,-12,-6,-4,-4,-6,1
19.779930353164673,-3,-3,-2,4,1,2,2,-2,1
19.78884196281433,-1,-2,0,-2,-2,0,4,0,1
19.78884983062744,1,4,4,8,7,3,2,-2,1
19.81042742729187,0,0,1,-1,0,-2,1,1,1
19.81043291091919,-4,-4,-6,-9,-8,-3,-7,-2,1
19.811147928237915,0,1,3,10,8,2,4,3,1
19.811150312423706,-1,0,-3,-4,-5,0,0,-1,1
19.8257257938385,-5,-5,-5,-7,-6,-3,-4,-9,1
19.82573127746582,-5,0,-1,2,3,-1,-1,-4,1
19.826489448547363,0,-2,-2,-3,-2,0,2,2,1
19.826494216918945,2,2,3,-1,0,2,6,2,1
19.839793920516968,-1,-3,1,5,0,-1,-6,-1,1
19.83980083465576,-2,-3,0,2,0,-1,0,1,1
19.847156524658203,-2,1,1,7,7,4,-2,-7,1
19.84716033935547,0,0,0,-1,-1,0,1,-3,1
19.862220287322998,-2,-3,-4,-5,-8,-4,-2,0,1
19.862224340438843,2,3,3,2,1,0,-4,-2,1
19.869768857955933,2,2,0,1,1,0,3,3,1
19.869773149490356,-2,-6,-8,-14,-12,-7,-9,-2,1
19.885413885116577,1,2,3,3,0,1,3,0,1
19.88542127609253,0,0,2,4,2,2,2,-1,1
19.886258125305176,-1,2,0,4,4,-2,-1,0,1
19.886263608932495,1,1,-2,-7,-8,-1,-1,4,1
19.9012508392334,-9,-9,-3,-1,-2,-3,0,-6,1
19.9012553691864,2,3,-3,-6,-8,-4,-5,-1,1
19.907565355300903,-1,-2,4,2,5,4,-4,2,1
19.907570838928223,-3,-1,3,8,8,2,5,-4,1
19.922576665878296,0,1,-4,-1,4,4,5,0,1
19.92258095741272,2,0,2,1,0,0,1,1,1
19.929675579071045,-3,-5,-4,-7,-5,-4,1,0,1
19.92967963218689,1,4,-2,-2,-2,-4,-13,-4,1
19.945385932922363,1,0,2,1,1,2,2,2,1
19.94539189338684,1,0,0,3,-2,-2,2,-3,1
19.953219652175903,3,2,-3,-6,-5,-3,-2,5,1
19.953226327896118,-1,-2,0,10,11,3,9,-10,1
19.959959268569946,-6,-3,-9,-22,-25,-16,-18,-5,1
19.959964513778687,1,1,1,3,5,2,2,4,1
19.967455863952637,-5,-3,-2,-4,-8,-6,-4,-5,1
19.96746039390564,2,2,2,5,5,4,3,-1,1
19.982601642608643,7,10,8,15,15,6,9,5,1
19.98263120651245,-11,-13,-15,-26,-25,-12,-14,-12,1
19.989821910858154,1,2,2,2,2,3,4,2,1
19.98982810974121,-2,-5,-1,-3,-3,-2,-2,-2,1
20.005622148513794,3,3,3,4,5,4,4,-3,1
20.005626916885376,-2,-2,1,9,9,3,5,1,1
20.006444454193115,1,0,-2,-5,-6,-5,0,2,1
20.00644874572754,-2,-2,0,-5,-5,-3,-8,1,1
20.019887685775757,1,0,2,2,2,2,5,3,1
20.01989459991455,-1,1,2,5,7,-2,-7,-17,1
20.02710270881653,-7,-7,-6,-5,-5,-2,-4,-6,1
